item_id,item_name,item_price,item_cat,image_url,product_link,image_file
385,"SIMRISHAMNמנורת תלייה/3 זרועות, ציפוי כרום/חלבי זכוכית, 55 ס""מ",₪ 295,Lamp pendant,https://www.ikea.com/il/he/images/products/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass__0793571_pe765399_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass-80407835/,385.jpg
386,"MISTERHULTמנורת תלייה, במבוק/עבודת יד, 45 ס""מ",₪ 395,Lamp pendant,https://www.ikea.com/pimg/0794605_pe765667_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/misterhult-pendant-lamp-bamboo-handmade-90441018/,386.jpg
387,"MELODIמנורת תלייה, לבן, 28 ס""מ",₪ 35,Lamp pendant,https://www.ikea.com/pimg/0545277_pe655373_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/melodi-pendant-lamp-white-60386527/,387.jpg
388,"NYMÅNEשלישיית ספוטים לתקרה, לבן",₪ 145,Lamp pendant,https://www.ikea.com/pimg/0607344_pe682893_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/nymane-ceiling-spotlight-with-3-spots-white-00336267/,388.jpg
389,"ANKARSPELמנורת תלייה, גוון פיוטר, 38 ס""מ",₪ 195,Lamp pendant,https://www.ikea.com/pimg/1067383_pe852700_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/ankarspel-pendant-lamp-pewter-effect-10490084/,389.jpg
390,"AKTERSPRINGמנורת תלייה, חלבי זכוכית/ציפוי פליז, 73 ס""מ",₪ 295,Lamp pendant,https://www.ikea.com/pimg/1416206_pe975488_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/akterspring-pendant-lamp-opal-white-glass-brass-plated-80577880/,390.jpg
391,"TAGGTOFS / HAVSDJUPמנורת תלייה, לבן במבוק, 67 ס""מ",₪ 165,Lamp pendant,https://www.ikea.com/il/he/images/products/taggtofs-havsdjup-pendant-lamp-white-bamboo__1454265_pe991588_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/taggtofs-havsdjup-pendant-lamp-white-bamboo-s29603972/,391.jpg
392,"BLÅSVERKמנורת תלייה, בז', 37 ס""מ",₪ 195,Lamp pendant,https://www.ikea.com/pimg/1150244_pe884434_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/blasverk-pendant-lamp-beige-60520903/,392.jpg
393,"SOLKLINTמנורת תקרה, פליז/זכוכית בגוון אפור, 27 ס""מ",₪ 145,Lamp pendant,https://www.ikea.com/pimg/0842293_pe778939_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/solklint-ceiling-lamp-brass-grey-clear-glass-40472031/,393.jpg
394,"KRANBALKמנורת תקרה, בז'",₪ 245,Lamp pendant,https://www.ikea.com/pimg/1341876_pe948922_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kranbalk-ceiling-lamp-beige-90549405/,394.jpg
395,"BUNKEFLOמנורת תלייה, אדום/ליבנה, 36 ס""מ",₪ 195,Lamp pendant,https://www.ikea.com/pimg/1203353_pe906287_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/bunkeflo-pendant-lamp-red-birch-20559172/,395.jpg
396,"AGUNNARYDמנורת תלייה ל-3 נורות, שחור, 122 ס""מ",₪ 395,Lamp pendant,https://www.ikea.com/pimg/0859557_pe782370_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/agunnaryd-pendant-lamp-with-3-lamps-black-30342163/,396.jpg
397,"KAPPELAND / HAVSDJUPמנורת תלייה, שחור/רטאן, 45 ס""מ",₪ 265,Lamp pendant,https://www.ikea.com/pimg/1200471_pe904980_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kappeland-havsdjup-pendant-lamp-black-rattan-s49604051/,397.jpg
398,"REGNSKUR / SUNNEBYמנורת תלייה, לבן, 50 ס""מ",₪ 185,Lamp pendant,https://www.ikea.com/pimg/0928627_pe789930_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/regnskur-sunneby-pendant-lamp-white-s99392532/,398.jpg
399,"STÄNKREGNמנורת טבעת לד, ניתן לעמעם/טורקיז",₪ 59,Lamp work,https://www.ikea.com/il/he/images/products/staenkregn-led-ring-lamp-dimmable-turquoise__1119273_pe873447_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/staenkregn-led-ring-lamp-dimmable-turquoise-00542154/,399.jpg
400,"JANSJÖמנורת LED USB, שחור, 38 ס""מ",₪ 25,Lamp work,https://www.ikea.com/pimg/0607576_pe683065_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/jansjoe-led-usb-lamp-black-70291232/,400.jpg
401,LÅNESPELAREטבעת תאורה עם מעמד לטלפון נייד,₪ 150,Lamp work,https://www.ikea.com/pimg/0971505_pe811368_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/lanespelare-ring-light-with-phone-holder-10514358/,401.jpg
402,"NÄVLINGEספוט LED עם תופסן, לילך/ירוק כהה",₪ 75,Lamp work,https://www.ikea.com/pimg/1257179_pe925604_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/naevlinge-led-clamp-spotlight-lilac-dark-green-90574777/,402.jpg
403,"MODERMOLNמנורת עבודה, ציפוי כרום",₪ 345,Lamp work,https://www.ikea.com/pimg/1162169_pe889667_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/modermoln-work-lamp-chrome-plated-00546454/,403.jpg
404,"SAMBORDמנורת שולחן, שחור/לבן",₪ 95,Lamp work,https://www.ikea.com/pimg/1375676_pe960327_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/sambord-desk-lamp-black-white-00586949/,404.jpg
405,"NYMÅNEמנורת עבודה/טעינה אלחוטית, לבן",₪ 295,Lamp work,https://www.ikea.com/pimg/0991755_pe819570_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/nymane-work-lamp-with-wireless-charging-white-10448603/,405.jpg
406,"LAGERGÅNGמנורת לד למסך, ניתן לעמעם/טורקיז",₪ 95,Lamp work,https://www.ikea.com/il/he/images/products/lagergang-led-lamp-for-screen-dimmable-turquoise__1166865_pe891302_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/lagergang-led-lamp-for-screen-dimmable-turquoise-10542422/,406.jpg
407,"TERTIALמנורת עבודה, לבן",₪ 79,Lamp work,https://www.ikea.com/pimg/0609308_pe684439_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/tertial-work-lamp-white-70355455/,407.jpg
408,"RANARPמנורת עבודה, שחור",₪ 195,Lamp work,https://www.ikea.com/pimg/0610458_pe685517_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/ranarp-work-lamp-black-50331385/,408.jpg
409,"NÄVLINGEמנורת קיר LED/ספוט עם תופסן, לבן",₪ 95,Lamp work,https://www.ikea.com/pimg/0709834_pe727113_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/naevlinge-led-wall-clamp-spotlight-white-40404891/,409.jpg
410,"ENSMÄRKEמנורת שולחן, לבן",₪ 125,Lamp work,https://www.ikea.com/pimg/1403318_pe969301_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/ensmaerke-desk-lamp-white-70594615/,410.jpg
411,"NÄVLINGEמנורת שולחן לד, צהוב/לבן",₪ 95,Lamp work,https://www.ikea.com/pimg/1257225_pe925653_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/naevlinge-led-desk-lamp-yellow-white-80574711/,411.jpg
412,"ISNÅLENמנורת עבודה LED, אדום/צבע פליז",₪ 125,Lamp work,https://www.ikea.com/pimg/1053465_pe847031_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/isnalen-led-work-lamp-red-brass-colour-80520011/,412.jpg
413,"BRUNBÅGEמנורת עבודה LED, עם אחסון ניתן לעמעם/טורקיז",₪ 95,Lamp work,https://www.ikea.com/il/he/images/products/brunbage-led-work-lamp-with-storage-dimmable-turquoise__1149363_pe883977_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/brunbage-led-work-lamp-with-storage-dimmable-turquoise-60542170/,413.jpg
414,"KRUXמנורת עבודה LED, לבן",₪ 175,Lamp work,https://www.ikea.com/il/he/images/products/krux-led-work-lamp-white__0540949_pe653354_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/krux-led-work-lamp-white-70325468/,414.jpg
415,"SVALLETמנורת עבודה, אפור כהה/לבן",₪ 25,Lamp work,https://www.ikea.com/il/he/images/products/svallet-work-lamp-dark-grey-white__0703502_pe724751_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/svallet-work-lamp-dark-grey-white-70358487/,415.jpg
416,"FORSÅמנורת עבודה, ציפוי ניקל",₪ 95,Lamp work,https://www.ikea.com/il/he/images/products/forsa-work-lamp-nickel-plated__0121576_pe278160_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/forsa-work-lamp-nickel-plated-80146763/,416.jpg
417,"ANKARSPELמנורת עבודה, גוון פיוטר",₪ 225,Lamp work,https://www.ikea.com/pimg/1130984_pe877967_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/ankarspel-work-lamp-pewter-effect-80490085/,417.jpg
418,"SKURUPמנורת עבודה, שחור",₪ 79,Lamp work,https://www.ikea.com/pimg/1019457_pe831378_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/skurup-work-lamp-black-80516778/,418.jpg
419,"RÖDFLIKמנורת שולחן, בז' בהיר",₪ 125,Lamp work,https://www.ikea.com/pimg/1327059_pe944350_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/roedflik-desk-lamp-light-beige-80583923/,419.jpg
420,"FLOTTILJמנורת שולחן, בז'",₪ 39,Lamp work,https://www.ikea.com/pimg/1177509_pe895347_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/flottilj-desk-lamp-beige-90552308/,420.jpg
421,"SJÖMAKTמנורת שולחן, בז'/עץ מילה",₪ 145,Lamp work,https://www.ikea.com/pimg/1441718_pe986475_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/sjoemakt-desk-lamp-beige-ash-90595666/,421.jpg
422,"KULLENשידת 6 מגירות, לבן, ‎140x72 ס""מ‏",₪ 695,Dresser chest,https://www.ikea.com/pimg/0651643_pe706985_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kullen-chest-of-6-drawers-white-90309245/,422.jpg
423,"MALMשידת 3 מגירות, לבן, ‎80x78 ס""מ‏",₪ 595,Dresser chest,https://www.ikea.com/pimg/0484875_pe621342_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/malm-chest-of-3-drawers-white-20403562/,423.jpg
424,"HEMNESשידת 8 מגירות, גוון לבן, ‎160x96 ס""מ‏","₪ 1,795",Dresser chest,https://www.ikea.com/pimg/0627346_pe693299_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/hemnes-chest-of-8-drawers-white-stain-10239280/,424.jpg
425,"MALMשידת 6 מגירות, לבן, ‎160x78 ס""מ‏",₪ 995,Dresser chest,https://www.ikea.com/pimg/0484884_pe621348_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/malm-chest-of-6-drawers-white-60403584/,425.jpg
426,"KULLENשידת 5 מגירות, לבן, ‎70x112 ס""מ‏",₪ 575,Dresser chest,https://www.ikea.com/pimg/0393316_pe562524_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kullen-chest-of-5-drawers-white-20393662/,426.jpg
427,"KOPPANGשידת 3 מגירות, לבן, ‎90x83 ס""מ‏",₪ 595,Dresser chest,https://www.ikea.com/pimg/0651169_pe706781_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/koppang-chest-of-3-drawers-white-10385950/,427.jpg
428,"KOPPANGשידת 6 מגירות, לבן, ‎172x83 ס""מ‏","₪ 1,100",Dresser chest,https://www.ikea.com/pimg/0651639_pe706984_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/koppang-chest-of-6-drawers-white-10311308/,428.jpg
429,"HAUGAשידת 6 מגירות, לבן, ‎138x46x84 ס""מ‏","₪ 1,195",Dresser chest,https://www.ikea.com/pimg/0898785_pe782651_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/hauga-chest-of-6-drawers-white-00581536/,429.jpg
430,"GURSKENשידת 3 מגירות, בז' בהיר, ‎69x67 ס""מ‏",₪ 275,Dresser chest,https://www.ikea.com/pimg/0923963_pe788460_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/gursken-chest-of-3-drawers-light-beige-00486327/,430.jpg
431,"RÅDMANSÖשידת 6 מגירות, חום גוון אגוז, ‎159x48x81 ס""מ‏","₪ 1,495",Dresser chest,https://www.ikea.com/pimg/1384142_pe962859_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/radmansoe-chest-of-6-drawers-brown-walnut-effect-90593605/,431.jpg
432,"MALMשידת 6 מגירות, לבן, ‎80x123 ס""מ‏",₪ 895,Dresser chest,https://www.ikea.com/pimg/0484891_pe621335_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/malm-chest-of-6-drawers-white-60403602/,432.jpg
433,"VIHALSשידת 6 מגירות, לבן/פונקציית נעילה/ביטול נעילה, ‎140x47x75 ס""מ‏","₪ 1,295",Dresser chest,https://www.ikea.com/pimg/1112063_pe871092_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/vihals-chest-of-6-drawers-white-anchor-unlock-function-80490113/,433.jpg
434,"MALMשידת 3 מגירות, כתום בהיר/מבריק, ‎80x78 ס""מ‏",₪ 695,Dresser chest,https://www.ikea.com/pimg/1416421_pe975552_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/malm-chest-of-3-drawers-light-orange-high-gloss-60604573/,434.jpg
435,"HEMNESשידת 3 מגירות, גוון לבן, ‎108x96 ס""מ‏","₪ 1,195",Dresser chest,https://www.ikea.com/pimg/0152647_pe311000_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/hemnes-chest-of-3-drawers-white-stain-80424745/,435.jpg
436,"RÅDMANSÖשידת 3 מגירות, חום גוון אגוז, ‎90x48x81 ס""מ‏",₪ 895,Dresser chest,https://www.ikea.com/pimg/1384138_pe962857_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/radmansoe-chest-of-3-drawers-brown-walnut-effect-20593604/,436.jpg
437,"BRIMNESשידת 4 מגירות, לבן/זכוכית חלבית, ‎78x124 ס""מ‏",₪ 795,Dresser chest,https://www.ikea.com/pimg/0651663_pe707005_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/brimnes-chest-of-4-drawers-white-frosted-glass-90392046/,437.jpg
438,"RASTשידת 3 מגירות, אורן, ‎60x59 ס""מ‏",₪ 295,Dresser chest,https://www.ikea.com/il/he/images/products/rast-chest-of-3-drawers-pine__1456952_pe992539_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/rast-chest-of-3-drawers-pine-20609860/,438.jpg
439,"KULLENשידת 2 מגירות, לבן, ‎35x49 ס""מ‏",₪ 195,Dresser chest,https://www.ikea.com/pimg/0651179_pe706791_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kullen-chest-of-2-drawers-white-80309241/,439.jpg
440,"IDANÄSשידת 6 מגירות, לבן, ‎162x95 ס""מ‏","₪ 1,995",Dresser chest,https://www.ikea.com/pimg/0898855_pe782665_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/idanaes-chest-of-6-drawers-white-10458710/,440.jpg
441,"HAUGAשידת 3 מגירות עם מדף, לבן, ‎70x46x116 ס""מ‏",₪ 745,Dresser chest,https://www.ikea.com/pimg/0898781_pe782649_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/hauga-chest-of-3-drawers-with-shelf-white-50581529/,441.jpg
442,"KOPPANGשידת 5 מגירות, לבן, ‎90x114 ס""מ‏",₪ 895,Dresser chest,https://www.ikea.com/pimg/0651174_pe706792_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/koppang-chest-of-5-drawers-white-50322847/,442.jpg
443,"TYSSEDALשידת 4 מגירות, לבן, ‎87x76 ס""מ‏","₪ 1,295",Dresser chest,https://www.ikea.com/pimg/0366212_pe429460_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/tyssedal-chest-of-4-drawers-white-80391325/,443.jpg
444,"IDANÄSשידת 4 מגירות, חום כהה צבוע, ‎104x118 ס""מ‏","₪ 1,495",Dresser chest,https://www.ikea.com/pimg/0898849_pe782662_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/idanaes-chest-of-4-drawers-dark-brown-stained-90458768/,444.jpg
445,"VIHALSשידת 4 מגירות, לבן/פונקציית נעילה/ביטול נעילה, ‎70x47x90 ס""מ‏",₪ 795,Dresser chest,https://www.ikea.com/pimg/1112066_pe871088_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/vihals-chest-of-4-drawers-white-anchor-unlock-function-00483239/,445.jpg
446,"FRYKSÅSמעמד לטלוויזיה, רטאן, ‎157x41x49 ס""מ‏","₪ 1,495",Dresser tv,https://www.ikea.com/il/he/images/products/fryksas-tv-bench-rattan__1330973_pe945866_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/fryksas-tv-bench-rattan-80574099/,446.jpg
447,"BESTÅמעמד לטלוויזיה עם דלתות, לבן/Lappviken לבן, ‎180x42x38 ס""מ‏","₪ 1,015",Dresser tv,https://www.ikea.com/pimg/0719188_pe731908_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/besta-tv-bench-with-doors-white-lappviken-white-s89330691/,447.jpg
448,"FJÄLLBOמעמד לטלוויזיה, שחור, ‎198x45x54 ס""מ‏",₪ 995,Dresser tv,https://www.ikea.com/pimg/1360141_pe954365_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/fjaellbo-tv-bench-black-40579032/,448.jpg
449,"BRIMNESמעמד לטלוויזיה, לבן, ‎180x41x53 ס""מ‏",₪ 695,Dresser tv,https://www.ikea.com/il/he/images/products/brimnes-tv-bench-white__0601754_pe681623_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/brimnes-tv-bench-white-50409874/,449.jpg
450,"EKETמערכת אחסון מדיה, חום/גוון אגוז, ‎210x35x35 ס""מ‏","₪ 1,515",Dresser tv,https://www.ikea.com/pimg/1389132_pe965106_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/eket-media-storage-combination-brown-walnut-effect-s69580983/,450.jpg
451,"RÅDMANSÖמעמד לטלוויזיה, חום גוון אגוז, ‎176x48x66 ס""מ‏","₪ 1,100",Dresser tv,https://www.ikea.com/pimg/1417027_pe975802_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/radmansoe-tv-bench-brown-walnut-effect-40597818/,451.jpg
452,"BESTÅמעמד לטלוויזיה עם דלתות, לבן/Lappviken לבן, ‎240x42x38 ס""מ‏","₪ 1,445",Dresser tv,https://www.ikea.com/il/he/images/products/besta-tv-bench-with-doors-white-lappviken-white__1420558_pe977355_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/besta-tv-bench-with-doors-white-lappviken-white-s59603579/,452.jpg
453,"STOCKHOLM 2025מעמד לטלוויזיה עם דלתות הזזה, פורניר אלון, ‎179x42x56 ס""מ‏","₪ 1,595",Dresser tv,https://www.ikea.com/pimg/1397700_pe967721_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/stockholm-2025-tv-bench-with-sliding-doors-oak-veneer-40586508/,453.jpg
454,"BYÅSמעמד לטלוויזיה, מבריק לבן, ‎160x42x45 ס""מ‏",₪ 645,Dresser tv,https://www.ikea.com/pimg/0644411_pe702653_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/byas-tv-bench-high-gloss-white-80227797/,454.jpg
455,"SKRUVBYמערכת אחסון טלוויזיה, שחור-כחול, ‎226x38x90 ס""מ‏","₪ 1,240",Dresser tv,https://www.ikea.com/pimg/1130675_pe877921_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/skruvby-tv-storage-combination-black-blue-s79494602/,455.jpg
456,"BILLY / BRIMNESמערכת אחסון טלוויזיה, לבן, ‎340x41x202 ס""מ‏","₪ 2,000",Dresser tv,https://www.ikea.com/il/he/images/products/billy-brimnes-tv-storage-combination-white__0943364_pe796892_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/billy-brimnes-tv-storage-combination-white-s69398620/,456.jpg
457,"EKETמערכת אחסון מדיה, לבן/אלון מולבן זכוכית שקופה, ‎210x35x35 ס""מ‏","₪ 1,430",Dresser tv,https://www.ikea.com/pimg/1389130_pe965104_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/eket-media-storage-combination-white-white-stained-oak-clear-glass-s59580988/,457.jpg
458,"EKETמערכת אחסון מדיה, לבן/עם דלתות, ‎280x35x35 ס""מ‏","₪ 1,865",Dresser tv,https://www.ikea.com/pimg/1389131_pe965105_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/eket-media-storage-combination-white-with-doors-s59580993/,458.jpg
459,"LACKמעמד לטלוויזיה, שחור-חום, ‎160x35x36 ס""מ‏",₪ 345,Dresser tv,https://www.ikea.com/il/he/images/products/lack-tv-bench-black-brown__0955264_pe803706_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/lack-tv-bench-black-brown-20498904/,459.jpg
460,"LANESUNDמערכת אחסון טלוויזיה, אפור-חום, ‎282x47x152 ס""מ‏","₪ 4,490",Dresser tv,https://www.ikea.com/pimg/1186544_pe898870_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/lanesund-tv-storage-combination-grey-brown-s49514729/,460.jpg
461,"SPIKSMEDמעמד לטלוויזיה, אפור בהיר, ‎155x32x44 ס""מ‏",₪ 450,Dresser tv,https://www.ikea.com/pimg/1260561_pe926964_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/spiksmed-tv-bench-light-grey-30565511/,461.jpg
462,"VIHALSמעמד לטלוויזיה, לבן, ‎146x37x50 ס""מ‏",₪ 550,Dresser tv,https://www.ikea.com/pimg/1035579_pe838111_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/vihals-tv-bench-white-20483295/,462.jpg
463,"BESTÅמערכת אחסון טלוויזיה/דלתות זכוכית, לבן/Lappviken זכוכית שקופה לבנה, ‎300x42x231 ס""מ‏","₪ 4,650",Dresser tv,https://www.ikea.com/il/he/images/products/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass__0645055_pe703188_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s79411013/,463.jpg
464,"LACKמעמד לטלוויזיה, לבן, ‎120x35x36 ס""מ‏",₪ 275,Dresser tv,https://www.ikea.com/il/he/images/products/lack-tv-bench-white__0955261_pe803702_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/lack-tv-bench-white-30498890/,464.jpg
465,"FJÄLLBOמערכת אחסון טלוויזיה, שחור, ‎250x36x95 ס""מ‏","₪ 1,490",Dresser tv,https://www.ikea.com/pimg/0625394_pe692240_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/fjaellbo-tv-storage-combination-black-s79191266/,465.jpg
466,"HEMNESמעמד לטלוויזיה, גוון לבן/חום בהיר, ‎148x47x57 ס""מ‏","₪ 1,295",Dresser tv,https://www.ikea.com/pimg/0583377_pe671187_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/hemnes-tv-bench-white-stain-light-brown-50413526/,466.jpg
467,"HEMNESמערכת אחסון טלוויזיה, גוון לבן/חום בהיר זכוכית שקופה, ‎326x197 ס""מ‏","₪ 4,485",Dresser tv,https://www.ikea.com/pimg/0805279_pe769472_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/hemnes-tv-storage-combination-white-stain-light-brown-clear-glass-s19299571/,467.jpg
468,"SKRUVBYמעמד לטלוויזיה, שחור-כחול, ‎156x38x60 ס""מ‏",₪ 645,Dresser tv,https://www.ikea.com/pimg/1128170_pe876449_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/skruvby-tv-bench-black-blue-10520364/,468.jpg
469,"BAGGEBOמעמד לטלוויזיה, לבן, ‎90x35x40 ס""מ‏",₪ 145,Dresser tv,https://www.ikea.com/pimg/0981575_pe815405_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/baggebo-tv-bench-white-00496350/,469.jpg
470,"KLEPPSTADארון 3 דלתות, לבן, ‎117x176 ס""מ‏",₪ 845,Dresser wardrobe,https://www.ikea.com/pimg/0753594_pe748782_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kleppstad-wardrobe-with-3-doors-white-00441758/,470.jpg
471,"KLEPPSTADארון 2 דלתות, לבן, ‎79x176 ס""מ‏",₪ 595,Dresser wardrobe,https://www.ikea.com/pimg/0733324_pe748781_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kleppstad-wardrobe-with-2-doors-white-80437234/,471.jpg
472,"BRIMNESארון 2 דלתות, לבן, ‎78x190 ס""מ‏",₪ 795,Dresser wardrobe,https://www.ikea.com/pimg/0140624_pe300605_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/brimnes-wardrobe-with-2-doors-white-40400478/,472.jpg
473,"KLEPPSTADארון עם דלתות הזזה, לבן, ‎117x176 ס""מ‏",₪ 945,Dresser wardrobe,https://www.ikea.com/pimg/0823547_pe775917_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/kleppstad-wardrobe-with-sliding-doors-white-90437238/,473.jpg
474,"RAKKESTADארון 3 דלתות, שחור-חום, ‎117x176 ס""מ‏",₪ 895,Dresser wardrobe,https://www.ikea.com/pimg/0823987_pe776018_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/rakkestad-wardrobe-with-3-doors-black-brown-70453762/,474.jpg
475,"GURSKENארון, בז' בהיר, ‎49x55x186 ס""מ‏",₪ 395,Dresser wardrobe,https://www.ikea.com/pimg/0923964_pe788459_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/gursken-wardrobe-light-beige-20486326/,475.jpg
476,"PAX / HASVIKארון, לבן/לבן, ‎200x66x201 ס""מ‏","₪ 2,400",Dresser wardrobe,https://www.ikea.com/il/he/images/products/pax-hasvik-wardrobe-white-white__1119867_pe873628_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/pax-hasvik-wardrobe-white-white-s39503156/,476.jpg
477,"SONGESANDארון בגדים, לבן, ‎120x60x191 ס""מ‏","₪ 1,295",Dresser wardrobe,https://www.ikea.com/pimg/0555120_pe660185_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/songesand-wardrobe-white-90347351/,477.jpg
478,"BRIMNESארון 3 דלתות, לבן, ‎117x190 ס""מ‏","₪ 1,100",Dresser wardrobe,https://www.ikea.com/pimg/0176787_pe329567_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/brimnes-wardrobe-with-3-doors-white-40407922/,478.jpg
479,"PLATSAארון 5 דלתות, לבן דלת זכוכית STRAUMEN/FONNES לבן, ‎220x57x181 ס""מ‏","₪ 2,865",Dresser wardrobe,https://www.ikea.com/pimg/1394362_pe966519_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/platsa-wardrobe-with-5-doors-white-straumen-mirror-glass-fonnes-white-s79586692/,479.jpg
480,"PAX / FORSANDארון, לבן/לבן, ‎100x60x201 ס""מ‏","₪ 1,035",Dresser wardrobe,https://www.ikea.com/pimg/1197811_pe903757_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/pax-forsand-wardrobe-white-white-s79503017/,480.jpg
481,"VIHALSארון 2 דלתות, לבן, ‎105x57x200 ס""מ‏","₪ 1,395",Dresser wardrobe,https://www.ikea.com/pimg/1070907_pe854805_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/vihals-wardrobe-with-2-doors-white-60483255/,481.jpg
482,"PAX / KAMMARTORPארון בגדים, לבן מראה/אפור, ‎100x60x236 ס""מ‏","₪ 1,925",Dresser wardrobe,https://www.ikea.com/pimg/1405758_pe970570_s5.jpg?f=xxs,https://www.ikea.com/il/he/p/pax-kammartorp-wardrobe-combination-white-mirror-glass-grey-s39572423/,482.jpg
